,Datetime,Tweet Id,Username,teks,label,clean_teks
38,2022-07-14 03:28:27+00:00,1.55e+18,ArieLessmana,"'Warga segera Booster, vaksin sudah teruji bermanfaat. Ayo Prokes Ketat https://t.co/8iFbheKoWk'",1,warga booster vaksin uji manfaat ayo prokes ketat
39,2022-07-14 03:21:42+00:00,1.55e+18,Lingkar Media Group,VAKSIN BOOSTER JADI SYARAT WAJIB PENUMPANG KERETA https://t.co/MZ4VsGxqxs @YouTube',1,vaksin booster syarat wajib tumpang kereta
40,2022-07-14 03:21:24+00:00,1.55e+18,Abdulla Emir Pramudya⁷ #HOKI,'RT @Bisniscom: Satgas Sebut Vaksin Booster dan Prokes Jadi Perlindungan Utama Saat Ini https://t.co/FiBFYURuVN',1,satgas vaksin booster prokes lindung utama
41,2022-07-14 03:10:22+00:00,1.55e+18,#RezimIsrahell&AtaturkIndonesia,"RT @v_viol4: Pemerintah telah menjadikan vaksin Covid-19 penguat (booster) sebagai syarat melakukan perjalanan lewat darat, laut, dan udara \xe2\x80\xa6'",1,perintah jadi vaksin covid kuat booster syarat jalan darat laut udara
42,2022-07-14 03:06:45+00:00,1.55e+18,tasya ☀️,h+1 vaksin booster pfizer update: tidak meriang demam sama sekali tapi YAMAPUUUUN tangan bekas suntik masih ngilu BANGET t_______t',1,vaksin booster pfizer update meriang demam tangan bekas suntik ngilu
43,2022-07-14 03:06:22+00:00,1.55e+18,"Ghiffary,s","""RT @reflection_8_: Selamat datang di 'pemerintahan' vaksin covid dan booster, booster dijadikan syarat untuk semua layanan masyarakat..""",1,selamat perintah vaksin covid booster booster jadi syarat layan masyarakat
44,2022-07-14 03:03:25+00:00,1.55e+18,Boba Bibub,"'Vaksin lengkap dan booster upaya mencegah varian baru , Ayo Prokes Ketat https://t.co/c6TzBRll4m'",1,vaksin lengkap booster upaya cegah varian ayo prokes ketat
45,2022-07-14 02:57:36+00:00,1.55e+18,Felisa_R,@kartika_at1 @IndonesiaMilik2 Vaksin Booster Covid-19 sebagai pelindung tubuh \n',1,vaksin booster covid lindung tubuh
46,2022-07-14 02:54:17+00:00,1.55e+18,Azhiimaraiga😈,"Hadeh vaksin booster, langsung meriang nyeri H+1'",1,vaksin booster langsung meriang nyeri
47,2022-07-14 02:39:38+00:00,1.55e+18,ıʇɐɥıʞɐʞuɐʇɐʇɐƆ,RT @KangCendol_33: Vaksin Booster wajib kita terima guna mencegah penularan varian covid-19  \n\n',1,vaksin booster wajib terima cegah tular varian covid
48,2022-07-14 02:32:41+00:00,1.55e+18,Pikiran Rakyat,"'WNI Wajib Terima Vaksin Booster Jika Ingin Pergi ke Luar Negeri, Kata Satgas Covid-19 https://t.co/FKQnULlNv8\xe2\x80\xa6 https://t.co/bEUlMHNnqa'",1,wni wajib terima vaksin booster pergi negeri satgas covid
49,2022-07-14 02:23:42+00:00,1.55e+18,Alva,RT @FitRadioBandung: BPOM mendukung vaksin Merah Putih segera didaftarkan dan mendapatkan izin penggunaan darurat dari WHO. \n\n\xe2\x80\xa6',1,bpom dukung vaksin merah putih daftar izin guna darurat who
50,2022-07-14 02:07:21+00:00,1.55e+18,Gin_nagin,"RT @_riverheaven: Vaksin booster wajib untuk memasuki fasilitas publik, kecuali mereka yang tidak bisa divaksin karena alasan kesehatan \xe2\x80\xa6'",1,vaksin booster wajib pasuk fasilitas publik kecuali vaksin alas sehat
51,2022-07-14 01:53:13+00:00,1.55e+18,Dɑrɑ N. Azizɑh.🌻,Ini vaksin booster parah sekali efek sampingnya \xf0\x9f\x98\xb5\xe2\x80\x8d\xf0\x9f\x92\xab\xf0\x9f\x98\xb5\xe2\x80\x8d\xf0\x9f\x92\xab\xf0\x9f\x98\xb5\xe2\x80\x8d\xf0\x9f\x92\xab',0,vaksin booster efek samping
52,2022-07-14 01:46:58+00:00,1.55e+18,Angelina🥀 | Avail CONTENT 75K on trakteer 🤑,RT @Owlanzapine: @18fessss pegal sebadan seperti habis dikeroyok orang sekecamatan. Gara gara vaksin pertama dan kedua pakai sinovac yang booster moderna. \xe2\x80\xa6',0,pegal bad habis keroyok orang camat gara gara vaksin pakai sinovac booster moderna
53,2022-07-14 01:35:37+00:00,1.55e+18,Kalla Jengking,Munculnya varian baru Covid-19 harus diwaspadai meskipun varian terbaru muncul tidak seganas varian sebelumnya. \n\n\xe2\x80\xa6 https://t.co/5qrIcx1JZh',1,muncul varian covid waspada varian baru muncul ganas varian
54,2022-07-13 22:19:36+00:00,1.55e+18,Fadhli,"Sudah lama tidak pernah sakit, sekalinya sakit gara gara vaksin booster'",0,sakit sekali sakit gara gara vaksin booster
55,2022-07-13 22:15:17+00:00,1.55e+18,Ilo_muh.ilham,"RT @fajaronline: Hendak Lakukan Perjalanan ke Luar Negeri, Warga Harus Vaksin Booster https://t.co/be90Fszs2c'",1,laku jalan negeri warga vaksin booster
56,2022-07-13 21:05:06+00:00,1.55e+18,tempo.co,Vaksin Booster Jadi Syarat Masuk Mall dan Fasilitas Umum https://t.co/vNncVMFWt2',1,vaksin booster syarat masuk mall fasilitas
57,2022-07-13 20:03:54+00:00,1.55e+18,.•♫•♬•melody mellow•♬•♫•.,booster tak efektif buat lebih rentan terhadap Covid19 \n\n\xc2\xa\xe2\x80\xa6 https://t.co/PjCOMTsie8',0,booster efektif rentan covid nnxc xaxe
58,2022-07-13 17:36:30+00:00,1.55e+18,Cempluk🇮🇩,'RT @Batman_Monyok: Mendagri Tito Karnavian mewajibkan vaksin booster sebagai persyaratan untuk memasuki fasilitas umum. https://t.co/F9B7bu\xe2\x80\xa6',1,mendagri tito karnavian wajib vaksin booster syarat pasuk fasilitas
59,2022-07-13 16:43:01+00:00,1.55e+18,Republika.co.id,masyarakat saat ini tidak dapat memilih jenis vaksinasi booster untuk dirinya https://t.co/FmjQSui2f5',1,masyarakat pilih jenis vaksinasi booster
60,2022-07-13 16:26:20+00:00,1.55e+18,Patong Leyong,RT @emakemohvaksin: @ProfesorZubairi Sudah booster kok kena covid ? \n\n Jadi VAKSIN itu sebenarnya tidak berguna buat kesehatan \xe2\x80\xa6',0,booster kena covid vaksin guna sehat
61,2022-07-13 16:14:27+00:00,1.55e+18,Dika Pradana,'Menteri Dalam Negeri menegaskan bahwa masyarakat wajib vaksin booster untuk masuk fasilitas umum https://t.co/iyfPpO7ytl',1,menteri negeri masyarakat wajib vaksin booster masuk fasilitas
62,2022-07-13 15:46:34+00:00,1.55e+18,☽,"@HOBIBOOST iyaa waktu dua kali vaksin kemarin tidak bengkak, cuma kok yang booster ini bengkak \xf0\x9f\x98\x9e'",1,kali vaksin kemarin bengkak booster bengkak
63,2022-07-13 15:02:25+00:00,1.55e+18,vestalis-luctuosa,"""Dua 'tokoh' PENGERUK UANG RAKYAT  lewat kebijakan pcr/ antigen/ vaksin/ booster/ ppkm dan pajak yang semakin 'menggencet' rakyat \xe2\x80\xa6 https://t.co/LnP0mzpVys""",0,tokoh keruk uang rakyat bijak pcr antigen vaksin booster ppkm pajak gencet rakyat
64,2022-07-13 14:24:13+00:00,1.55e+18,@Dionbonjovi,"Vaksin booster penting sebagai penangkal covid19, wajar jika dijadikan syarat masuk fasum untuk cegah penularan https://t.co/Vnony4Hy5D'",1,vaksin booster tangkal covid wajar jadi syarat masuk fasum cegah tular
65,2022-07-13 14:17:04+00:00,1.55e+18,IDN Times Sumut,Vaksin booster jadi syarat penerbangan \xc2\xa0 https://t.co/iyXq5XinVJ',1,vaksin booster syarat terbang
66,2022-07-13 14:08:52+00:00,1.55e+18,💫🍅,Aku habis vaksin booster. Ternyata sekarang sakit \xf0\x9f\x99\x82\xf0\x9f\x99\x83',1,habis vaksin booster sakit
67,2022-07-13 13:30:04+00:00,1.55e+18,Mayang,"waktu vaksin pertama dan kedua tidak ada efek apapun, eh setelah vaksin booster malah sakit demam, flu dan nyeri \xf0\x9f\x98\x8c\xf0\x9f\x91\x8d\xf0\x9f\x8f\xb'",1,vaksin efek apa vaksin booster sakit demam flu nyeri fxb
68,2022-07-13 13:15:40+00:00,1.55e+18,vanillalatte,Ini vaksin booster efeknya paling parah ya dari yang kemarin kemarin',0,vaksin booster efek kemarin kemarin
69,2022-07-13 13:02:39+00:00,1.55e+18,Kang,Vaksin booster membuat mengantuk',1,vaksin booster antuk
70,2022-07-13 12:56:38+00:00,1.55e+18,Soel,"Padahal semua vaksin pakai Pfizer dan gejalanya di pertama dan kedua cuma pegal saja, kenapa ini habis booster bisa jadi demam lumayan tinggi ya sekarang? \xe2\x80\xa6 https://t.co/XOBtfAXEST'",1,vaksin pakai pfizer gejala pegal habis booster demam lumayan
71,2022-07-13 12:41:41+00:00,1.55e+18,nabin✨,"""@interlardlk hari ini habis suntik vaksin booster dan sekarang tanganku sakit semua:')""",1,habis suntik vaksin booster tangan sakit
72,2022-07-13 12:22:22+00:00,1.55e+18,Yolan,'RT @tvOneNews: Vaksin Booster Syarat Penumpang Perjalanan Transportasi https://t.co/2riYFa73b7',1,vaksin booster syarat tumpang jalan transportasi
73,2022-07-13 12:17:19+00:00,1.55e+18,rsudtugurejo,Wajib Vaksin Booster ketika masuk RS. \xe2\x80\xa6 https://t.co/xnsATkAG9m',1,wajib vaksin booster masuk rs
74,2022-07-13 11:26:21+00:00,1.55e+18,BersamaJokowi,Masuk fasilitas umum diwajibkan vaksin booster https://t.co/bnWw0uaUQj',1,masuk fasilitas wajib vaksin booster
75,2022-07-13 11:23:59+00:00,1.55e+18,Setyorini,"Vaksin pertama : membuat muntah, demam, vaksin kedua : membuat biduran, booster : membuat sakit semuanya. \xf0\x9f\xa4\x97\xf0\x9f\xa4\x97'",1,vaksin muntah demam vaksin bidur booster sakit fxa fxa
76,2022-07-13 10:25:57+00:00,1.55e+18,Name cannot be blank,Vaksin booster wajib sedangkan banyak kasus kematian covid di luar negeri terutama bagi yang sudah vaksin. \xe2\x80\xa6 https://t.co/lkW5pCutj7',0,vaksin booster wajib mati covid negeri vaksin
77,2022-07-13 09:46:51+00:00,1.55e+18,sopi,"mantab bang setelah vaksin booster. meriang tidak karuan , huhuhu'",1,vaksin booster meriang karuan huhuhu
78,2022-07-13 09:26:21+00:00,1.55e+18,Ghozi,"@mks_fess Setahuku minimal enam bulan setelah vaksin kedua, kalau kurang dari enam bulan malah tidak bisa vaksin booster'",1,tahu minimal enam vaksin enam vaksin booster
79,2022-07-13 08:21:27+00:00,1.55e+18,rakiel,@convomf Kalau sudah vaksin booster aman dari covid sih',1,vaksin booster aman covid sih
80,2022-07-13 08:03:22+00:00,1.55e+18,⚔️,habis vaksin booster. nyeri bgt cok',1,habis vaksin booster nyeri
81,2022-07-13 07:15:01+00:00,1.55e+18,Seide.id,"'Ke Mal, Area Publik Wajib Sudah Vaksin booster https://t.co/JlIrPXQbI4'",1,mal area publik wajib vaksin booster
82,2022-07-13 07:06:14+00:00,1.55e+18,Nevna Callatis,"@Askrlfess Aku tidak. Jarakku hampir setahun dari vaksin kedua karena sempat sakit, tapi boleh booster kemarin. \xe2\x80\xa6 https://t.co/ous8LZR89B'",1,jarak tahun vaksin sakit booster kemarin
83,2022-07-13 07:02:04+00:00,1.55e+18,gomaam,Hanya Pelaku Perjalanan Dalam Negeri yang Sudah Vaksin Booster Bebas dari Kewajiban Tes PCR/ Antigen https://t.co/9Q1ZnktbEv',1,laku jalan negeri vaksin booster bebas wajib tes pcr antigen
84,2022-07-13 06:54:37+00:00,1.55e+18,MNCTV,"Vaksin Booster Jadi Syarat Utama Perjalanan, Kemenhub: Dicek Sejak Penumpang Beli Tiket @RCTIPlus\nhttps://t.co/is1U7BHvtz'",1,vaksin booster syarat utama jalan kemenhub cek tumpang beli tiket
85,2022-07-13 06:45:20+00:00,1.55e+18,bucinwangchang,Efek booster seperti vaksin dosis pertama \n buat Ngantuk pwoll \xf0\x9f\x98\xb4\xf0\x9f\x98\xb4\xf0\x9f\x98\xb4',1,efek booster vaksin dosis ngantuk
86,2022-07-13 05:38:07+00:00,1.55e+18,lubis_simson,"@Nicho_Silalahi @ListyoSigitP Vaksin booster hanya untuk manusia, bukan di peruntukkan untuk hewan liar.'",1,vaksin booster manusia untuk hewan liar
87,2022-07-13 05:34:29+00:00,1.55e+18,kaa,baru pertama kali langsung tumbang habis vaksin booster \xf0\x9f\x98\xad',1,kali langsung tumbang habis vaksin booster
88,2022-07-13 05:28:30+00:00,1.55e+18,Negesindonesia.com,Mulai 17 Juli KAI Daop 8 Surabaya Mewajibkan Penumpang Sudah Vaksin Booster https://t.co/sBOtGpFE8A @Negesindonesia.com',1,juli kai daop surabaya wajib tumpang vaksin booster
89,2022-07-13 05:16:55+00:00,1.55e+18,Ninuk,@Satria_IDR @zarazettirazr PCR masih  berlaku untuk yang belum booster/ vaksin ketiga',0,pcr laku booster vaksin tiga
90,2022-07-13 05:00:38+00:00,1.55e+18,mvll.diie,'Presiden Jokowi tetapkan Vaksin Booster jadi syarat izin keramaian perjalanan https://t.co/kNmn2pykLg',1,presiden jokowi tetap vaksin booster syarat izin ramai jalan
91,2022-07-13 04:59:24+00:00,1.55e+18,Garuda Is Here,'Booster vaksin syarat mobilitan efektif untuk mencegah cluster baru Covid-19 https://t.co/gOmGrRhrjo',1,booster vaksin syarat mobilitan efektif cegah cluster covid
92,2022-07-13 04:44:00+00:00,1.55e+18,Detik jateng,Pemkot Solo memberikan sanksi akan menunda pencairan tunjangan ASN bila tak mau vaksinasi lengkap dan booster. \nhttps://t.co/yeJ6gcY58L',1,pemkot solo sanksi tunda cair tunjang asn vaksinasi lengkap booster
93,2022-07-13 04:38:30+00:00,1.55e+18,ini saya screenshoot,Vaksin Booster Jadi Syarat Wajib Pencairan Tunjangan ASN https://t.co/JUUU1W94GN',1,vaksin booster syarat wajib cair tunjang asn
94,2022-07-13 04:26:53+00:00,1.55e+18,Aurora,RT @forjakeu: Pentingnya vaksin booster untuk mencegah tingkat keparahan varian baru BA.4 dan BA.5 \n\n @jokowi\xc2\xa0\xe2\x80\xa6',1,vaksin booster cegah tingkat parah varian
95,2022-07-13 04:22:04+00:00,1.55e+18,⛧niek⛧,"'Vaksin Booster Baru Moderna Diklaim Ampuh Lawan Omicron, https://t.co/QjIffiSMjv'",1,vaksin booster moderna klaim ampuh lawan omicron
96,2022-07-13 04:20:51+00:00,1.55e+18,radarbantencoid,"Belum Vaksin Booster, Naik Kapal Ferry di Pelabuhan Merak Wajib Tes PCR https://t.co/PdyGOQhyKG'",1,vaksin booster kapal ferry labuh merak wajib tes pcr
97,2022-07-13 03:57:05+00:00,1.55e+18,KOMPAS TV,'Vaksin Booster Syarat Terbaru Naik Kereta Api Jarak Jauh https://t.co/U2vjjodWHt https://t.co/8xN5ArIY8m',1,vaksin booster syarat baru kereta api jarak
98,2022-07-13 03:54:07+00:00,1.55e+18,Rismasiregar,'@Junari62587370 Vaksin Booster efektif cegah Covid-19',1,vaksin booster efektif cegah covid
99,2022-07-13 03:21:54+00:00,1.55e+18,𝘯𝘢𝘣𝘴𝘬𝘺,habis vaksin booster badan gue pegal semua \xe2\x98\xba\xef\xb8\x8f',1,habis vaksin booster badan pegal xbaxefxb
100,2022-07-13 03:20:22+00:00,1.55e+18,alee,@rendemour gue baru saja vaksin booster langsung lemas',1,vaksin booster langsung lemas
101,2022-07-13 03:13:03+00:00,1.55e+18,kemalaputri,@AlamINDKu Setelah vaksin booster masyarakat akan lebih terjaga dari virus ini dan bisa melancarkan mobilitas.',1,vaksin booster masyarakat jaga virus lancar mobilitas
102,2022-07-13 03:12:12+00:00,1.55e+18,Radar Bogor,'Vaksin Booster Jadi Syarat Pembayaran Tunjangan ASN https://t.co/BARaAtZ8Zf',1,vaksin booster syarat bayar tunjang asn
103,2022-07-13 02:55:08+00:00,1.55e+18,Pradani Lie,@virusketik Dengan sudah dilakukannya vaksin ketiga Booster maka masyarakat lebih kebal menghadapi virus Covid 19 \xe2\x80\xa6 https://t.co/8YW4tayJqJ',1,laku vaksin tiga booster masyarakat kebal hadap virus covid
104,2022-07-13 02:00:00+00:00,1.55e+18,NOVA,"Syarat naik pesawat domestik terbaru, penumpang yang sudah vaksin booster tak perlu ikut tes antigen. \n\nhttps://t.co/D0VEzPMfEP'",1,syarat pesawat domestik baru tumpang vaksin booster tes antigen
105,2022-07-13 01:57:53+00:00,1.55e+18,joov(≧▽≦),"kemarin habis vaksin booster, dan hari ini demam \xf0\x9f\x98\x94'",1,kemarin habis vaksin booster demam
106,2022-07-13 01:47:12+00:00,1.55e+18,ıʇɐɥıʞɐʞuɐʇɐʇɐƆ,RT @KangCendol_33: Sangat penting vaksin booster guna mencegah semakin menyebarnya varian BA.4 &amp; BA.5 \n\n\xe2\x80\xa6',1,vaksin booster cegah sebar varian
107,2022-07-13 01:46:50+00:00,1.55e+18,ıʇɐɥıʞɐʞuɐʇɐʇɐƆ,"@Anggita_lung @jokowi Jangan ragu vaksin, aman dan halal. Yuk booster \n'",1,ragu vaksin aman halal booster
108,2022-07-13 01:25:29+00:00,1.55e+18,K⚡JANG JANTAN,"@jungjawa Bisa bang, kalau sudah vaksin booster 4, bisa dibaca pikiran dan memori kita via 5G'",0,vaksin booster baca pikir memori via
109,2022-07-13 01:19:35+00:00,1.55e+18,sofiaindahpermata,Vaksin booster sebagai perlindungan dari varian baru Covid 19 https://t.co/lO5Ee1BTlQ',1,vaksin booster lindung varian covid
