Datetime,Tweet Id,Username,teks,label
2022-07-14 04:20:17+00:00,1.55E+18,Lord Zuko,"Syarat Terbaru Perjalanan Harus Vaksin Booster, Berikut Syarat dan Dosis Penerima Vaksin Booster \nhttps://t.co/J7j1g2wLtq\n'",1
2022-07-14 04:18:30+00:00,1.55E+18,Indah Sridevi,RT @kalla_jengking: Munculnya varian baru Covid-19 harus diwaspadai meskipun varian terbaru muncul tidak seganas varian sebelumnya. \n\n\xe2\x80\xa6',1
2022-07-14 04:18:20+00:00,1.55E+18,Behemoth🦖,"@agnestoyyy @A_ZeeJKT48 Booster sudah jadi syarat untuk perjalanan, jadi tunggu apalagi mari lindungi diri sendiri \xe2\x80\xa6 https://t.co/rhJYYs2Yv9'",1
2022-07-14 04:15:43+00:00,1.55E+18,Drawing ur future,Beli sertifikat vaksin booster di mana y wkwk',0
2022-07-14 04:13:37+00:00,1.55E+18,Anang Susanto,RT @detikcom: Dinkes Kota Malang menyebut warga cenderung enggan mengikuti vaksinasi dosis ketiga atau booster. \xe2\x80\xa6',1
2022-07-14 04:08:04+00:00,1.55E+18,Jawa Pos,Naik Kereta Api Harus Sudah Vaksin Booster https://t.co/rIVOmvpGQz',1
2022-07-14 04:01:06+00:00,1.55E+18,Riau Aktual,"'RT @medianaFS: Masih Dibawah 30 persen, Capaian Vaksin Booster di Pekanbaru Rendah https://t.co/021uCcosaE'",1
2022-07-14 03:59:21+00:00,1.55E+18,Dadang Sudirman,@PositivCovid Dengan sudah dilakukannya vaksin ketiga Booster maka masyarakat lebih kebal menghadapi virus Covid 19 varian baru.',1
2022-07-14 03:54:03+00:00,1.55E+18,dinda fenti,Bandung Hari Ini Berlaku Wajib Vaksin Booster di Ruang Publik | Ayo Prokes Ketat https://t.co/k1SC0KXAoe',1
2022-07-14 03:53:28+00:00,1.55E+18,dinda fenti,"Vaksin Booster Baru Moderna Diklaim Ampuh Lawan Omicron, Bisa Disuntikkan Setahun Sekali | Ayo Prokes Ketat https://t.co/K8A1SEp8xi.'",1
2022-07-14 03:52:03+00:00,1.55E+18,Lilla Fitri,Vaksin Lengkap &amp; Booster Menjadi Upaya Mencegah Kasus Varian Baru \n\n Ayo Prokes Ketat https://t.co/hYtLTC8Ix0',1
2022-07-14 03:51:25+00:00,1.55E+18,DINAS KESEHATAN PROVINSI BENGKULU,Ayo Vaksin ketiga (Booster) untuk melindungi diri dan keluarga dari Covid_19. https://t.co/re75TYjGGP',1
2022-07-14 03:51:16+00:00,1.55E+18,Nadia Bahari,Wajib vaksin booster \n\n Ayo Prokes Ketat https://t.co/sIssZ7q1au',1
2022-07-14 03:50:21+00:00,1.55E+18,nurul,"RT @healthy13245678: Dari kemenkes bilang, booster harus diambil minimal seminggu sebelum bepergian, jangan ambil booster sehari sebelum keberangkatan \xe2\x80\xa6'",1
2022-07-14 03:48:47+00:00,1.55E+18,Nurdian,satgas: vaksin booster lindungi masyarakat dari varian baru \n Ayo Prokes Ketat https://t.co/NejppyLGh6',1
2022-07-14 03:43:06+00:00,1.55E+18,Lilla Fitri,"Vaksin Sudah Teruji Bermanfaat, Warga Ayo Segera Vaksin Booster \n\n https://t.co/JMH6fKwATZ'",1
2022-07-14 03:34:08+00:00,1.55E+18,Info Gms,"Update COVID-19 Di Indonesia: Kasus Baru Melesat Naik, Masyarakat Diminta Segera Vaksin Booster \n https://t.co/uU8Bp5Ofe6'",1
2022-07-14 03:33:06+00:00,1.55E+18,moongoddesss,baru selesai vaksin booster sakit sekali mau nangis \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad',1
2022-07-14 03:32:45+00:00,1.55E+18,Dinas Kesehatan,RT @halo_bandung: Hayu ah kita vaksin booster supaya aman dan nyaman dalam beraktivitas. \xe2\x80\xa6',1
2022-07-14 03:30:37+00:00,1.55E+18,ETOS INDONUSA,Lakukan booster vaksin sesuai anjuran pemerintah untuk meminimalisir penularan covid-19. \n\n\xe2\x80\xa6 https://t.co/3Oows7O61J',1
2022-07-14 03:28:27+00:00,1.55E+18,ArieLessmana,"'Warga segera Booster, vaksin sudah teruji bermanfaat. Ayo Prokes Ketat https://t.co/8iFbheKoWk'",1
2022-07-14 03:21:42+00:00,1.55E+18,Lingkar Media Group,VAKSIN BOOSTER JADI SYARAT WAJIB PENUMPANG KERETA https://t.co/MZ4VsGxqxs @YouTube',1
2022-07-14 03:21:24+00:00,1.55E+18,Abdulla Emir Pramudya⁷ #HOKI,'RT @Bisniscom: Satgas Sebut Vaksin Booster dan Prokes Jadi Perlindungan Utama Saat Ini https://t.co/FiBFYURuVN',1
2022-07-14 03:10:22+00:00,1.55E+18,#RezimIsrahell&AtaturkIndonesia,"RT @v_viol4: Pemerintah telah menjadikan vaksin Covid-19 penguat (booster) sebagai syarat melakukan perjalanan lewat darat, laut, dan udara \xe2\x80\xa6'",1
2022-07-14 03:06:45+00:00,1.55E+18,tasya ☀️,h+1 vaksin booster pfizer update: tidak meriang demam sama sekali tapi YAMAPUUUUN tangan bekas suntik masih ngilu BANGET t_______t',1
2022-07-14 03:06:22+00:00,1.55E+18,"Ghiffary,s","""RT @reflection_8_: Selamat datang di 'pemerintahan' vaksin covid dan booster, booster dijadikan syarat untuk semua layanan masyarakat..""",1
2022-07-14 03:03:25+00:00,1.55E+18,Boba Bibub,"'Vaksin lengkap dan booster upaya mencegah varian baru , Ayo Prokes Ketat https://t.co/c6TzBRll4m'",1
2022-07-14 02:57:36+00:00,1.55E+18,Felisa_R,@kartika_at1 @IndonesiaMilik2 Vaksin Booster Covid-19 sebagai pelindung tubuh \n',1
2022-07-14 02:54:17+00:00,1.55E+18,Azhiimaraiga😈,"Hadeh vaksin booster, langsung meriang nyeri H+1'",1
2022-07-14 02:39:38+00:00,1.55E+18,ıʇɐɥıʞɐʞuɐʇɐʇɐƆ,RT @KangCendol_33: Vaksin Booster wajib kita terima guna mencegah penularan varian covid-19  \n\n',1
2022-07-14 02:32:41+00:00,1.55E+18,Pikiran Rakyat,"'WNI Wajib Terima Vaksin Booster Jika Ingin Pergi ke Luar Negeri, Kata Satgas Covid-19 https://t.co/FKQnULlNv8\xe2\x80\xa6 https://t.co/bEUlMHNnqa'",1
2022-07-14 02:23:42+00:00,1.55E+18,Alva,RT @FitRadioBandung: BPOM mendukung vaksin Merah Putih segera didaftarkan dan mendapatkan izin penggunaan darurat dari WHO. \n\n\xe2\x80\xa6',1
2022-07-14 02:07:21+00:00,1.55E+18,Gin_nagin,"RT @_riverheaven: Vaksin booster wajib untuk memasuki fasilitas publik, kecuali mereka yang tidak bisa divaksin karena alasan kesehatan \xe2\x80\xa6'",1
2022-07-14 01:53:13+00:00,1.55E+18,Dɑrɑ N. Azizɑh.🌻,Ini vaksin booster parah sekali efek sampingnya \xf0\x9f\x98\xb5\xe2\x80\x8d\xf0\x9f\x92\xab\xf0\x9f\x98\xb5\xe2\x80\x8d\xf0\x9f\x92\xab\xf0\x9f\x98\xb5\xe2\x80\x8d\xf0\x9f\x92\xab',0
2022-07-14 01:46:58+00:00,1.55E+18,Angelina🥀 | Avail CONTENT 75K on trakteer 🤑,RT @Owlanzapine: @18fessss pegal sebadan seperti habis dikeroyok orang sekecamatan. Gara gara vaksin pertama dan kedua pakai sinovac yang booster moderna. \xe2\x80\xa6',0
2022-07-14 01:35:37+00:00,1.55E+18,Kalla Jengking,Munculnya varian baru Covid-19 harus diwaspadai meskipun varian terbaru muncul tidak seganas varian sebelumnya. \n\n\xe2\x80\xa6 https://t.co/5qrIcx1JZh',1
2022-07-13 22:19:36+00:00,1.55E+18,Fadhli,"Sudah lama tidak pernah sakit, sekalinya sakit gara gara vaksin booster'",0
2022-07-13 22:15:17+00:00,1.55E+18,Ilo_muh.ilham,"RT @fajaronline: Hendak Lakukan Perjalanan ke Luar Negeri, Warga Harus Vaksin Booster https://t.co/be90Fszs2c'",1
2022-07-13 21:05:06+00:00,1.55E+18,tempo.co,Vaksin Booster Jadi Syarat Masuk Mall dan Fasilitas Umum https://t.co/vNncVMFWt2',1
2022-07-13 20:03:54+00:00,1.55E+18,.•♫•♬•melody mellow•♬•♫•.,booster tak efektif buat lebih rentan terhadap Covid19 \n\n\xc2\xa\xe2\x80\xa6 https://t.co/PjCOMTsie8',0
2022-07-13 17:36:30+00:00,1.55E+18,Cempluk🇮🇩,'RT @Batman_Monyok: Mendagri Tito Karnavian mewajibkan vaksin booster sebagai persyaratan untuk memasuki fasilitas umum. https://t.co/F9B7bu\xe2\x80\xa6',1
2022-07-13 16:43:01+00:00,1.55E+18,Republika.co.id,masyarakat saat ini tidak dapat memilih jenis vaksinasi booster untuk dirinya https://t.co/FmjQSui2f5',1
2022-07-13 16:26:20+00:00,1.55E+18,Patong Leyong,RT @emakemohvaksin: @ProfesorZubairi Sudah booster kok kena covid ? \n\n Jadi VAKSIN itu sebenarnya tidak berguna buat kesehatan \xe2\x80\xa6',0
2022-07-13 16:14:27+00:00,1.55E+18,Dika Pradana,'Menteri Dalam Negeri menegaskan bahwa masyarakat wajib vaksin booster untuk masuk fasilitas umum https://t.co/iyfPpO7ytl',1
2022-07-13 15:46:34+00:00,1.55E+18,☽,"@HOBIBOOST iyaa waktu dua kali vaksin kemarin tidak bengkak, cuma kok yang booster ini bengkak \xf0\x9f\x98\x9e'",1
2022-07-13 15:02:25+00:00,1.55E+18,vestalis-luctuosa,"""Dua 'tokoh' PENGERUK UANG RAKYAT  lewat kebijakan pcr/ antigen/ vaksin/ booster/ ppkm dan pajak yang semakin 'menggencet' rakyat \xe2\x80\xa6 https://t.co/LnP0mzpVys""",0
2022-07-13 14:24:13+00:00,1.55E+18,@Dionbonjovi,"Vaksin booster penting sebagai penangkal covid19, wajar jika dijadikan syarat masuk fasum untuk cegah penularan https://t.co/Vnony4Hy5D'",1
2022-07-13 14:17:04+00:00,1.55E+18,IDN Times Sumut,Vaksin booster jadi syarat penerbangan \xc2\xa0 https://t.co/iyXq5XinVJ',1
2022-07-13 14:08:52+00:00,1.55E+18,💫🍅,Aku habis vaksin booster. Ternyata sekarang sakit \xf0\x9f\x99\x82\xf0\x9f\x99\x83',1
2022-07-13 13:30:04+00:00,1.55E+18,Mayang,"waktu vaksin pertama dan kedua tidak ada efek apapun, eh setelah vaksin booster malah sakit demam, flu dan nyeri \xf0\x9f\x98\x8c\xf0\x9f\x91\x8d\xf0\x9f\x8f\xb'",1
2022-07-13 13:15:40+00:00,1.55E+18,vanillalatte,Ini vaksin booster efeknya paling parah ya dari yang kemarin kemarin',0
2022-07-13 13:02:39+00:00,1.55E+18,Kang,Vaksin booster membuat mengantuk',1
2022-07-13 12:56:38+00:00,1.55E+18,Soel,"Padahal semua vaksin pakai Pfizer dan gejalanya di pertama dan kedua cuma pegal saja, kenapa ini habis booster bisa jadi demam lumayan tinggi ya sekarang? \xe2\x80\xa6 https://t.co/XOBtfAXEST'",1
2022-07-13 12:41:41+00:00,1.55E+18,nabin✨,"""@interlardlk hari ini habis suntik vaksin booster dan sekarang tanganku sakit semua:')""",1
2022-07-13 12:22:22+00:00,1.55E+18,Yolan,'RT @tvOneNews: Vaksin Booster Syarat Penumpang Perjalanan Transportasi https://t.co/2riYFa73b7',1
2022-07-13 12:17:19+00:00,1.55E+18,rsudtugurejo,Wajib Vaksin Booster ketika masuk RS. \xe2\x80\xa6 https://t.co/xnsATkAG9m',1
2022-07-13 11:26:21+00:00,1.55E+18,BersamaJokowi,Masuk fasilitas umum diwajibkan vaksin booster https://t.co/bnWw0uaUQj',1
2022-07-13 11:23:59+00:00,1.55E+18,Setyorini,"Vaksin pertama : membuat muntah, demam, vaksin kedua : membuat biduran, booster : membuat sakit semuanya. \xf0\x9f\xa4\x97\xf0\x9f\xa4\x97'",1
2022-07-13 10:25:57+00:00,1.55E+18,Name cannot be blank,Vaksin booster wajib sedangkan banyak kasus kematian covid di luar negeri terutama bagi yang sudah vaksin. \xe2\x80\xa6 https://t.co/lkW5pCutj7',0
2022-07-13 09:46:51+00:00,1.55E+18,sopi,"mantab bang setelah vaksin booster. meriang tidak karuan , huhuhu'",1
2022-07-13 09:26:21+00:00,1.55E+18,Ghozi,"@mks_fess Setahuku minimal enam bulan setelah vaksin kedua, kalau kurang dari enam bulan malah tidak bisa vaksin booster'",1
2022-07-13 08:21:27+00:00,1.55E+18,rakiel,@convomf Kalau sudah vaksin booster aman dari covid sih',1
2022-07-13 08:03:22+00:00,1.55E+18,⚔️,habis vaksin booster. nyeri bgt cok',1
2022-07-13 07:15:01+00:00,1.55E+18,Seide.id,"'Ke Mal, Area Publik Wajib Sudah Vaksin booster https://t.co/JlIrPXQbI4'",1
2022-07-13 07:06:14+00:00,1.55E+18,Nevna Callatis,"@Askrlfess Aku tidak. Jarakku hampir setahun dari vaksin kedua karena sempat sakit, tapi boleh booster kemarin. \xe2\x80\xa6 https://t.co/ous8LZR89B'",1
2022-07-13 07:02:04+00:00,1.55E+18,gomaam,Hanya Pelaku Perjalanan Dalam Negeri yang Sudah Vaksin Booster Bebas dari Kewajiban Tes PCR/ Antigen https://t.co/9Q1ZnktbEv',1
2022-07-13 06:54:37+00:00,1.55E+18,MNCTV,"Vaksin Booster Jadi Syarat Utama Perjalanan, Kemenhub: Dicek Sejak Penumpang Beli Tiket @RCTIPlus\nhttps://t.co/is1U7BHvtz'",1
2022-07-13 06:45:20+00:00,1.55E+18,bucinwangchang,Efek booster seperti vaksin dosis pertama \n buat Ngantuk pwoll \xf0\x9f\x98\xb4\xf0\x9f\x98\xb4\xf0\x9f\x98\xb4',1
2022-07-13 05:38:07+00:00,1.55E+18,lubis_simson,"@Nicho_Silalahi @ListyoSigitP Vaksin booster hanya untuk manusia, bukan di peruntukkan untuk hewan liar.'",1
2022-07-13 05:34:29+00:00,1.55E+18,kaa,baru pertama kali langsung tumbang habis vaksin booster \xf0\x9f\x98\xad',1
2022-07-13 05:28:30+00:00,1.55E+18,Negesindonesia.com,Mulai 17 Juli KAI Daop 8 Surabaya Mewajibkan Penumpang Sudah Vaksin Booster https://t.co/sBOtGpFE8A @Negesindonesia.com',1
2022-07-13 05:16:55+00:00,1.55E+18,Ninuk,@Satria_IDR @zarazettirazr PCR masih  berlaku untuk yang belum booster/ vaksin ketiga',0
2022-07-13 05:00:38+00:00,1.55E+18,mvll.diie,'Presiden Jokowi tetapkan Vaksin Booster jadi syarat izin keramaian perjalanan https://t.co/kNmn2pykLg',1
2022-07-13 04:59:24+00:00,1.55E+18,Garuda Is Here,'Booster vaksin syarat mobilitan efektif untuk mencegah cluster baru Covid-19 https://t.co/gOmGrRhrjo',1
2022-07-13 04:44:00+00:00,1.55E+18,Detik jateng,Pemkot Solo memberikan sanksi akan menunda pencairan tunjangan ASN bila tak mau vaksinasi lengkap dan booster. \nhttps://t.co/yeJ6gcY58L',1
2022-07-13 04:38:30+00:00,1.55E+18,ini saya screenshoot,Vaksin Booster Jadi Syarat Wajib Pencairan Tunjangan ASN https://t.co/JUUU1W94GN',1
2022-07-13 04:26:53+00:00,1.55E+18,Aurora,RT @forjakeu: Pentingnya vaksin booster untuk mencegah tingkat keparahan varian baru BA.4 dan BA.5 \n\n @jokowi\xc2\xa0\xe2\x80\xa6',1
2022-07-13 04:22:04+00:00,1.55E+18,⛧niek⛧,"'Vaksin Booster Baru Moderna Diklaim Ampuh Lawan Omicron, https://t.co/QjIffiSMjv'",1
2022-07-13 04:20:51+00:00,1.55E+18,radarbantencoid,"Belum Vaksin Booster, Naik Kapal Ferry di Pelabuhan Merak Wajib Tes PCR https://t.co/PdyGOQhyKG'",1
2022-07-13 03:57:05+00:00,1.55E+18,KOMPAS TV,'Vaksin Booster Syarat Terbaru Naik Kereta Api Jarak Jauh https://t.co/U2vjjodWHt https://t.co/8xN5ArIY8m',1
2022-07-13 03:54:07+00:00,1.55E+18,Rismasiregar,'@Junari62587370 Vaksin Booster efektif cegah Covid-19',1
2022-07-13 03:21:54+00:00,1.55E+18,𝘯𝘢𝘣𝘴𝘬𝘺,habis vaksin booster badan gue pegal semua \xe2\x98\xba\xef\xb8\x8f',1
2022-07-13 03:20:22+00:00,1.55E+18,alee,@rendemour gue baru saja vaksin booster langsung lemas',1
2022-07-13 03:13:03+00:00,1.55E+18,kemalaputri,@AlamINDKu Setelah vaksin booster masyarakat akan lebih terjaga dari virus ini dan bisa melancarkan mobilitas.',1
2022-07-13 03:12:12+00:00,1.55E+18,Radar Bogor,'Vaksin Booster Jadi Syarat Pembayaran Tunjangan ASN https://t.co/BARaAtZ8Zf',1
2022-07-13 02:55:08+00:00,1.55E+18,Pradani Lie,@virusketik Dengan sudah dilakukannya vaksin ketiga Booster maka masyarakat lebih kebal menghadapi virus Covid 19 \xe2\x80\xa6 https://t.co/8YW4tayJqJ',1
2022-07-13 02:00:00+00:00,1.55E+18,NOVA,"Syarat naik pesawat domestik terbaru, penumpang yang sudah vaksin booster tak perlu ikut tes antigen. \n\nhttps://t.co/D0VEzPMfEP'",1
2022-07-13 01:57:53+00:00,1.55E+18,joov(≧▽≦),"kemarin habis vaksin booster, dan hari ini demam \xf0\x9f\x98\x94'",1
2022-07-13 01:47:12+00:00,1.55E+18,ıʇɐɥıʞɐʞuɐʇɐʇɐƆ,RT @KangCendol_33: Sangat penting vaksin booster guna mencegah semakin menyebarnya varian BA.4 &amp; BA.5 \n\n\xe2\x80\xa6',1
2022-07-13 01:46:50+00:00,1.55E+18,ıʇɐɥıʞɐʞuɐʇɐʇɐƆ,"@Anggita_lung @jokowi Jangan ragu vaksin, aman dan halal. Yuk booster \n'",1
2022-07-13 01:25:29+00:00,1.55E+18,K⚡JANG JANTAN,"@jungjawa Bisa bang, kalau sudah vaksin booster 4, bisa dibaca pikiran dan memori kita via 5G'",0
2022-07-13 01:19:35+00:00,1.55E+18,sofiaindahpermata,Vaksin booster sebagai perlindungan dari varian baru Covid 19 https://t.co/lO5Ee1BTlQ',1
2022-07-13 01:17:25+00:00,1.55E+18,anggigs,"Mantap kali ya ini booster vaksin, efeknya pakai 3 dosis paracetamol 650mg masih berasa demam dan sakit sakit \xf0\x9f\x91\x8d\xf0\x9f\x8f\xb'",1
2022-07-13 01:16:26+00:00,1.55E+18,Entien _ Ajach 🐀,Pentingnya vaksin booster untuk mencegah tingkat keparahan varian baru BA.4 dan BA.5 \n\n @jokowi\xc2\xa0\xe2\x80\xa6 https://t.co/tutd8vc1tf',1
2022-07-13 01:03:11+00:00,1.55E+18,Loli,Presiden  @jokowi tetapkan vaksin booster syarat izin keramaian dan perjalanan. \n\xe2\x80\xa6 https://t.co/9UIxJu4PDT',1
2022-07-13 01:00:00+00:00,1.55E+18,Tukangkuli,Presiden @jokowi resmi menetapkan vaksinasi dosis ketiga alias vaksin booster jadi syarat untuk kegiatan masyarakat \xe2\x80\xa6 https://t.co/oQM6UH1r1v',1
2022-07-13 00:26:22+00:00,1.55E+18,Bella 👣,'Habis vaksin booster malah flu',1
2022-07-13 00:12:04+00:00,1.55E+18,rizky aldino,"Ngeri efek vaksin booster ini, seperti habis marathon, meriang pegalnya terasa sekali,'",1
2022-07-12 22:58:20+00:00,1.55E+18,rika,"RT @detikHealth: Kementerian Kesehatan menyebut vaksin booster akan jadi syarat beraktivitas di ruang publik, termasuk saat masuk ke pusat perbelanjaan \xe2\x80\xa6'",1
2022-07-12 21:04:57+00:00,1.55E+18,Dian,"RT @infobdg: Aturan Baru Masuk Mall, Harus Sudah Vaksin Booster https://t.co/3sOfk5qElJ https://t.co/ixz7jDKnx6'",1
2022-07-12 20:38:16+00:00,1.55E+18,iyel pengen jadi sea otter,"ternyata efek vaksin booster seperti ada demam gitu guys, baru terasa tadi malam'",1
2022-07-12 15:58:35+00:00,1.55E+18,Republika.co.id,Penumpang yang belum vaksin booster wajib menunjukkan hasil tes covid terbaru. https://t.co/8UVybJfS03',1
2022-07-12 15:43:11+00:00,1.55E+18,summerkay,"Vaksin booster tidak ada obat njir, sampai bengkak ini tangan'",1
2022-07-12 14:32:12+00:00,1.55E+18,Mawardi,RT @jagak_id: Pemerintah kembali memperketat aktivitas masyarakat dengan menerapkan aturan vaksin booster sebagai syarat perjalanan \xe2\x80\xa6',1
2022-07-12 13:58:51+00:00,1.55E+18,rubybunny,"@CNNIndonesia Nanti aturannya diralat lagi kalau rezim nyuruh booster 2, intinya vaksin terus sampai mati'",0
2022-07-12 13:32:34+00:00,1.55E+18,fifah,lemah bgt aku dikasih booster vaksin Astrazeneca langsung meriang malamnya \xf0\x9f\x98\xa2',1
2022-07-12 13:29:04+00:00,1.55E+18,antaranews.com,Vaksin booster dijadikan syarat perjalanan dan memasuki fasilitas umum juga perlu didukung dengan memastikan akses \xe2\x80\xa6 https://t.co/w6IJxHCv0x',1
2022-07-12 12:46:23+00:00,1.55E+18,detikHealth,Badan kesehatan Uni Eropa merekomendasikan booster Covid-19 kedua untuk semua orang di atas 60 tahun serta orang rentan \xe2\x80\xa6 https://t.co/CeLGoruAP9',1
2022-07-12 12:37:07+00:00,1.55E+18,Bisnis.com,'Vaksin Booster Covid Jadi Syarat Utama Naik Pesawat https://t.co/54UTHWdhs6',1
2022-07-12 12:00:01+00:00,1.55E+18,CNN Indonesia Daily,"Selain kembali mewajibkan memakai masker di luar ruangan, pemerintah juga mengeluarkan aturan wajib vaksin booster \xe2\x80\xa6 https://t.co/I3L1cHRMgR'",1
2022-07-12 11:44:15+00:00,1.55E+18,Kereta Api Indonesia,@thesunflowerxx calon penumpang yang telah mendapatkan vaksin dosis tiga (booster) tidak wajib menunjukkan hasil negatif PCR/ Antigen \xe2\x80\xa6 https://t.co/EUDYaEXa1u',1
2022-07-12 11:39:47+00:00,1.55E+18,BeritaSatu,'Uni Eropa Dukung Vaksin Booster Kedua Covid-19 untuk Lansia https://t.co/KhcjlEIulC',1
2022-07-12 11:37:36+00:00,1.55E+18,Republika.co.id,"'Penumpang yang tidak bisa menunjukkan vaksinasi booster, wajib negatif tes antigen. https://t.co/FzKjsRIw8f'",1
2022-07-12 11:09:17+00:00,1.55E+18,capwithoutcrown,habis vaksin booster tangannya berasa mau lepas',0
2022-07-12 09:02:29+00:00,1.55E+18,regime oppressor of the people,RT @myputun: Luhut Binsar Sebut Vaksin Booster akan Jadi Syarat Mobilitas Masyarakat. \nhttps://t.co/5WJKtMMoLj',1
2022-07-12 08:21:08+00:00,1.55E+18,Kompas.com,Vaksinasi booster menjadi salah satu syarat perjalanan dalam negeri baik dengan transportasi umum maupun kendaraan \xe2\x80\xa6 https://t.co/MnILgjcTxu',1
2022-07-12 06:08:48+00:00,1.55E+18,fhatlun,"@AnggitaNoviani8 Vaksin Booster Baru Yaitu Moderna Diklaim Ampuh Lawan Omicron, Bisa Disuntikkan Setahun Sekali. \n'",1
2022-07-12 06:06:35+00:00,1.55E+18,aihara♥︎˙ᵕ˙ 𝐗$𝐘,@AyushiWulan benar kak aku vaksin booster saat puasa kapan hari itu terus sakit 2 harian demam',1
2022-07-12 06:05:18+00:00,1.55E+18,Portal Berita Riau - BERTUAHPOS.COM,Vaksin Booster Jadi Syarat Wajib Masih Mal dan \xc2\xa0 Perkantoran https://t.co/kdYD7d3n2J',1
2022-07-12 05:58:15+00:00,1.55E+18,Hilda Widyana,Vaksin Booster Jadi Syarat Masyarakat Beraktivitas https://t.co/p2QM35D4Jl https://t.co/A5CR0YQ1o8',1
2022-07-12 05:26:15+00:00,1.55E+18,TripZilla Indonesia,"'Efektif mulai 17 Juli 2022, vaksin booster jadi syarat perjalanan terbaru https://t.co/MU8c1l4nzz https://t.co/iktpaXTTaC'",1
